"","x"
"1280","@KevinSpacey I wish for a way forward, that you could somehow atone for whatever you have done and start looking fo‚Ä¶ https://t.co/ISo4whawWd"
"1281","A musing: If you're already going down -- @MLauer, @KevinSpacey, Harvey, @charlierose, @MarkHalperin -- please take Trump down with you."
"1282","For heaven's sake @MLauer, #LouisCK, @KevinSpacey, #GarrisonKeillor, @HarveyWeinstein, @AlFranken, @CharlieRose,‚Ä¶ https://t.co/EZD02n0jhT"
"1283","@kevinspacey , #louisck , @charlierose , @johnlasseter , and now @mlauer ... who‚Äôs next to be #yourefired‚Ä¶ https://t.co/tP8xVftKg3"
"1284","Weinstein, @KevinSpacey, @charlierose @MLauer @SenFranken, @BillClinton, @johnconyersjr &amp; all others are no better‚Ä¶ https://t.co/JFZCCHBA6T"
"1285","@KevinSpacey So sad. You are a real fail."
"1286","Here are the true @realDonaldTrump disciples of ‚Äú When you‚Äôre famous they let you do that ‚Äú:
@charlierose‚Ä¶ https://t.co/gKZPXrfDj8"
"1287","@trthseeker549 @KevinSpacey We know. The more the DNC gets compromised, the more desperate their frantic responses‚Ä¶ https://t.co/T9ptoFpMyw"
"1288","@EmmaPeel_Knight @andyfilm_1 @KevinSpacey The big difference is that Christopher Plummer didn't try to grope men ag‚Ä¶ https://t.co/jIdh7I2aKi"
"1289","@realDonaldTrump how bout them haters? #HarveyWeinstein #@BenAffleck @BillClinton #piegate @KevinSpacey @charlierose #MattLauerToo"
"1290","@jjacksantoro @BillClinton @KevinSpacey Take a look into what -   ""adrenochrome"" is"
"1291","@jjacksantoro @BillClinton @KevinSpacey Alright so we're in somewhat agreement/ although I find it a hard time beli‚Ä¶ https://t.co/yngrC1YVY6"
"1292","@LeeAlkoby @BillClinton @KevinSpacey I think things are different today because society is continuing to change a l‚Ä¶ https://t.co/AL3PvKl7aO"
"1293","@LeeAlkoby @BillClinton @KevinSpacey I don't think it's a coincidence or conspiracy I think it shows that sexual ha‚Ä¶ https://t.co/i0lDDpTCn5"
"1294","@jjacksantoro @BillClinton @KevinSpacey Look*"
"1295","@jjacksantoro @BillClinton @KevinSpacey Well let's take a loot at many of the people coming out against big names r‚Ä¶ https://t.co/t5AfzCskoe"
"1296","@CraigRSawyer @KevinSpacey Holy Smokes!!Ì†æÌ¥∫Ì†æÌ¥∫Ì†æÌ¥∫Ì†ºÌ∑≤Ì†ºÌ∑æ"
"1297","@jjacksantoro @BillClinton @KevinSpacey Now here's where some critical thinking comes to play‚ÄîFirst of all these ar‚Ä¶ https://t.co/5Vl5AZEPKT"
"1298","@LeeAlkoby @BillClinton @KevinSpacey Yeah and that's a really shady flag, but there's still no proof and not one pe‚Ä¶ https://t.co/bblhMz3AiS"
"1299","@CraigRSawyer @KevinSpacey Bring down all the sick, evil #PedoPlanePatrons!"
"1300","@jjacksantoro So you also know the people he let on board his private jet? ‚Äî @BillClinton multiple times to his pri‚Ä¶ https://t.co/73AzhZ9RZY"
"1301","#DontDoThisInAHospital Don't behave like @MLauer or @HarveyWeinstein or @charlierose or @KevinSpacey or @g_keillor"
"1302","@CraigRSawyer @KevinSpacey Im praying for y'all. Gods work. Thank you. So much."
"1303","You here this @KevinSpacey ??? https://t.co/8igYQXUz4m"
"1304","@CraigRSawyer @KevinSpacey He got the back of crooked deep state man...none of these buffoons will suffer because evil helps them."
"1305","@ethicaloil @Corey_Feldman @TheWantedEmcees @chelseahandler @Jahmai11 @realDonaldTrump @SenFranken @CoryBooker‚Ä¶ https://t.co/z2vwrcF6O3"
"1306","@JalkePeters @arynrae1 @KevinSpacey PARENTS ??? Ì†ΩÌ∏≥Ì†ΩÌ∏≥Ì†ΩÌ∏≥Ì†ΩÌ∏≥ no they are not........"
"1307","@CraigRSawyer @KevinSpacey His name was all in the Weinergate computer info with the emails; after it was confiscat‚Ä¶ https://t.co/vI2sdePddW"
"1308","@CraigRSawyer @KevinSpacey https://t.co/lylOzsPnR3
Have a look Craig, if you havent seen already. Steele is a smart‚Ä¶ https://t.co/NUHNiTwSBb"
"1309","@CraigRSawyer @KevinSpacey Get em Craig!!!!!   Ì†ΩÌ±äÌ†ºÌøªÌ†ΩÌ≤•"
"1310","All these sexual predators should be castrated: @MLauer @charlierose @HarveyWeinstein @realDonaldTrump @KevinSpacey @BillOReilly etc.Ì†ºÌ∑®Ì†ºÌ∑¶"
"1311","Hey @KevinSpacey , Speaking of HOUSE OF CARDS, see what‚Äôs happening to your #LolitaExpress peers? You next?  In rea‚Ä¶ https://t.co/ZWDpKd2b00"
"1312","@MLauer @KevinSpacey @HarveyWeinstein @MarkHalperin @charlierose 

Karmageddon, bitchez."
"1313","Thoughts?!?! @realDonaldTrump @DonaldJTrumpJr @mike_pence @FLOTUS @TomiLahren @KevinSpacey https://t.co/gEloWQgbwi"
"1314","@Hammyisms @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Thought maybe it was‚Ä¶ https://t.co/NonfKEAi8g"
"1315","@ckelly79 @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Because I am watching‚Ä¶ https://t.co/xQmPreoz75"
"1316","@KnitehawkHD this sounds like a @KevinSpacey tactic."
"1317","@KevinSpacey still awesome in my book"
"1318","@Hammyisms @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Why you delete this‚Ä¶ https://t.co/OXuIPVrOB1"
"1319","@Hammyisms @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein You are right. Keep‚Ä¶ https://t.co/tCFW9krTwv"
"1320","@KevinSpacey sad it seems your career is over, hope you find the help you need."
"1321","So many have fallen: @BillOReilly @charlierose @jeffreytambor @KevinSpacey @HarveyWeinstein and now @MLauer.  What‚Ä¶ https://t.co/JNulsSr5pH"
"1322","@tarpey_mike @dawsy21 @officialmoz @KevinSpacey It certainly made me see it from a different perspective"
"1323","@albinokid By the way, I was also a big @KevinSpacey fan and I applaud what you did.  Fandom can not excuse predatory behavior."
"1324","@MollyGolightley @dawsy21 @officialmoz @KevinSpacey A very valid point. He‚Äôs human and his opinions that others may‚Ä¶ https://t.co/iUhY1CFpto"
"1325","@Rosie @KevinSpacey You are just as guilty @Rosie, you‚Äôre nothing but a washed up, nothing else to do but bash othe‚Ä¶ https://t.co/bu8gC81mqX"
"1326","@KevinSpacey fuck those haters. You rule! https://t.co/9B2XqTcpeu"
"1327","@KevinSpacey i'm real sorry for your troubles. I have always found you a good actor. Singer. All around nice guy. P‚Ä¶ https://t.co/dSDzSAhTpj"
"1328","@ckelly79 @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein sex misconduct is apo‚Ä¶ https://t.co/NJYZd82HpZ"
"1329","@Variety Sexual Misconduct has ended the careers of @HarveyWeinstein, @KevinSpacey, @charlierose , #LouisCK, and no‚Ä¶ https://t.co/oY3H0hcmfQ"
"1330","What is wrong with humanity?If TV has you so programmed that you attack the victim instead of paedophile‚Ä¶ https://t.co/ybWLG8G5xW"
"1331","@ksus12 You mean: @HillaryClinton @BillClinton @HarveyWeinstein @alfranken #alfrankenstein @KevinSpacey @SenWarren‚Ä¶ https://t.co/P0IAwBbigO"
"1332","@WheelerWalkerJr @1man_wulf_pack hahaha and fuck the #grammys too.  Bunch of fuckin @KevinSpacey creeps."
"1333","@albinokid Anthony no matter what any asshole says, you are 100% superhero material... @KevinSpacey is evil and sick in every way"
"1334","Hey @netflix if you‚Äôre going to raise your price at least let @KevinSpacey finish #HouseOfCards...assholes"
"1335","@albinokid So many hateful and sick people in this world. It‚Äôs gross that majority of those people are worried abou‚Ä¶ https://t.co/iR1ztOBGhZ"
"1336","@BeauWillimon @netflix @Corey_Feldman @eddiebravo @dragonflymma Hello, @netflix...will you help @Corey_Feldman to m‚Ä¶ https://t.co/ksaAeCJSTz"
"1337","Watch @ChristopherPlummer win another Oscar
for playing @KevinSpacey's role in a Ridley Scott movie"
"1338","Let‚Äôs be clear, I love @RealRobinWright and @HouseofCards but she can‚Äôt carry it alone. The show NEEDS @KevinSpacey‚Ä¶ https://t.co/sMf1x4HGW1"
"1339","@netflix I want an explanation as to why you have no problem firing @KevinSpacey BUT you have no problem keeping‚Ä¶ https://t.co/Kb64WNOApk"
"1340","@dawsy21 @officialmoz It is about the music as well, the stuff i grew to love was the greatest. He‚Äôs way too left f‚Ä¶ https://t.co/ES7pIj3Lxp"
"1341","A loss: @KevinSpacey, #GarrisonKeillor, @alfranken, @charlierose . Not a loss: #HarveyWeinstein, #MattLauer. I beg‚Ä¶ https://t.co/e0BdfLsvZL"
"1342","@luckismade7 @KevinSpacey Oh no. Your DT is a sexual abuser. Roy is a child molester. And guys who come down hard o‚Ä¶ https://t.co/epZm36R4Qf"
"1343","With 47m followers, surely this is the biggest promotion of far right extremism in @Twitter history? And as such th‚Ä¶ https://t.co/wiYYJAsz5X"
"1344","First @MLauer and @g_keillor next @tombrokaw by the way do you know anyone who has been @KevinSpacey'ed, I have two‚Ä¶ https://t.co/Pwz9uxhdhx"
"1345","@luckismade7 @KevinSpacey Also the underbelly of business, politics, religion. Wherever men have too much power."
"1346","So Matt Lauer is fired, @KevinSpacey is written off, @HarveyWeinstein has a dead career, and @realDonaldTrump is st‚Ä¶ https://t.co/azvnS6qRvJ"
"1347","@sergiocap71 Yes. I am sad. And Christopher Plummer is an old man who used to be Captain Von Trapp, but that was 70‚Ä¶ https://t.co/L5ntRRWEkv"
"1348","@sergiocap71 pls. watch this #horrible #trailer. That is what Ridley Scott made of the ex-cool movie with‚Ä¶ https://t.co/EQ1m1VAge1"
"1349","@AMCTheatres This was the one @KevinSpacey got replaced in,  right?"
"1350","@Thenomadwizard @WayneDupreeShow @KevinSpacey @charliesheen What do you suggest that I change my legal name?"
"1351","All this time Charles Manson has been rotting in a jail cell and the real predators were hiding in plain sight.‚Ä¶ https://t.co/IcNFYZCQsu"
"1352","@nicefrenchguy @ScaryPerrySkate @TV12News @BillCosby @KevinSpacey @TIME Ed, I woodn‚Äôt go there."
"1353","@KevinSpacey your movie Pay it Forward stank, but it wasn't as stinky as the farts I have reserved for you. Conside‚Ä¶ https://t.co/HJOiMU2ZMV"
"1354","@Thenomadwizard @WayneDupreeShow @KevinSpacey @charliesheen Wrong one buddy my name clearly says NOT the Sexual predator Matt Lauer"
"1355","@ScaryPerrySkate @rbrown2337 @TV12News @BillCosby @KevinSpacey @TIME Now you‚Äôre coming to Don‚Äôs defense? I‚Äôm confus‚Ä¶ https://t.co/rkY6UByKLg"
"1356","@KevinSpacey trying to talk to you on Instagram, do you ever reply?"
"1357","@Rambobiggs With special guest appearences by @KevinSpacey and @GeorgeTakei"
"1358","You can tell a lot about a person by the friends they keep. Here are a few of @HillaryClinton's:

@HarveyWeinstein‚Ä¶ https://t.co/CD8UQE6gbd"
"1359","Remember when these two #sexualpredators were talking smack about @POTUS @realDonaldTrump #mattlauer @MLauer‚Ä¶ https://t.co/Cdw1FsgtOA"
"1360","Phew this film is now 100% @KevinSpacey free! https://t.co/fBbmbkWguA"
"1361","@KevinSpacey Name jeff

aaaaaaaaaaaaaaaaa"
"1362","@ChristiChat @realDonaldTrump @PlaysTrumpCard There they sit in their self-righteous suites &amp; smug turkey necks tal‚Ä¶ https://t.co/oPMXHoM9Ql"
"1363","@CarmineZozzora Hey, penis head and anus breath ... who's laughing now? The joke's on you @MLauer  &amp; you @KevinSpacey ... Ì†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌ∏ÇÌ†ΩÌπäÌ†ΩÌπäÌ†ΩÌπäÌ†ΩÌπäÌ†æÌ¥¢Ì†æÌ¥¢Ì†æÌ¥¢Ì†æÌ¥¢"
"1364","@KevinSpacey You broke my heart  Mr Spacey, you are a wonderful actor,  I always tried to see the movies you were in..."
"1365","A daily reminder, that can be applied in many ways: @HouseofCards isn't ending because @albinokid ""told"" on‚Ä¶ https://t.co/kvTtC42djt"
"1366","Very quick work: @KevinSpacey gone, #ChristopherPlummer in new trailer for #AllTheMoneyInTheWorld https://t.co/oFrcFgWOmS"
"1367","I've said this for years- Men are pigs! @realDonaldTrump @KevinSpacey @mattlauer @anthonywiener @alfranken‚Ä¶ https://t.co/0cPDnUi5d0"
"1368","@digitalconz @realDonaldTrump @KevinSpacey Probably because he‚Äôs not running this country‚Äôs moral compass into the‚Ä¶ https://t.co/6fm87R9nUC"
"1369","Why aren‚Äôt liberals trying to rip up this predators star like they did with @realDonaldTrump ? Why are liberals pro‚Ä¶ https://t.co/3XhzjShmCY"
"1370","NEW! Kevin, CJ &amp; @Dynomike54 break down the visual assault of action that is the @Avengers trailer, &amp; then Mike giv‚Ä¶ https://t.co/z8MqfSE9NW"
"1371","@THEBenWilhelm @KevinSpacey @GeorgeTakei @MLauer @alfranken Ahhh, the good old Chewbacca defense, they'll never see it coming."
"1372","@KevinSpacey Fuck this society. In europe, refugees raping, commies and alt-right are in governemnts, husbands beat‚Ä¶ https://t.co/7kedWvlsTn"
"1373","What a double standard hearing people who support the ‚Äúgrab them by the....‚Äùpresident yet up in arms about @MLauer‚Ä¶ https://t.co/WZc0i34ZgQ"
"1374","@vjsewell @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Have no idea Veronica‚Ä¶ https://t.co/8LBW6ibYlB"
"1375","Fan of @MLauer, Louis CK, Charlie Rose &amp; @KevinSpacey. VERY disappointed in them.Also I'm really disappointed becau‚Ä¶ https://t.co/AZ9LSjT2k0"
"1376","@ScaryPerrySkate @nicefrenchguy @TV12News @BillCosby @KevinSpacey @TIME I was just cracking on don Berris. I wasn‚Äôt talking about you perry"
"1377","@rbrown2337 @MarioCampanel15 @nicefrenchguy @TV12News @BillCosby @KevinSpacey @TIME Why was any Bat there???"
"1378","@rbrown2337 @nicefrenchguy @TV12News @BillCosby @KevinSpacey @TIME 5' 9"" tall is not SHORT it's AVERAGE!!!"
"1379","@ScaryPerrySkate @MarioCampanel15 @nicefrenchguy @TV12News @BillCosby @KevinSpacey @TIME Scaremaster, why was the red bat even there?"
"1380","@MarioCampanel15 @rbrown2337 @nicefrenchguy @TV12News @BillCosby @KevinSpacey @TIME Just don't come over with a Woo‚Ä¶ https://t.co/h1PYZ87gNM"
"1381","Replacing .@KevinSpacey in ""All the #Money in the #World"" wasn't #easy, but to #director #RidleyScott, it was the o‚Ä¶ https://t.co/0tKpXjt6Vp"
"1382","Try @KevinSpacey - he fits your description.

@FiveRights
@nbc https://t.co/b1wYuFyAaI"
"1383","@ckelly79 @SenAlFrank @MattlauerToday @charlierose @GeorgeTakei @KevinSpacey @HarveyWeinstein Why they wait so long???"
"1384","Kevin Spacey replaced by Christopher Plummer in trailer for All the Money in the World - https://t.co/A12lbAQcty Wi‚Ä¶ https://t.co/wWQBkBYn6Q"
"1385","@Lauren_Nann @Renshaw1921 @OSD_Gaming @yashar @EricHaywood @NatEnquirer @KevinSpacey @MLauer @BillClinton I'm sorry‚Ä¶ https://t.co/KbZYpaNe2Y"
"1386","@MLauer Looks like the ""FACTS"" about you needed to be declared immediately. @HarveyWeinstein and @KevinSpacey are w‚Ä¶ https://t.co/sRJsIlixj3"
"1387","WHAT THE FUCK IS WRONG WITH YOU STOP OBSESSING OVER SEX I'M A MAN AND I'VE NEVER RAPED ANYONE HOW FUCKING HARD IS I‚Ä¶ https://t.co/zWdplAoc3W"
"1388","And just like that @KevinSpacey is out and #christopherplummer is in.  I personally believe that you can never go w‚Ä¶ https://t.co/hSZvYvSnnC"
"1389","@peterhowellfilm @TriStarPics We in #Europe are not watching  that... We want @KevinSpacey. He is an actor. Mister‚Ä¶ https://t.co/9JLfOplvGg"
"1390","@TheTalkCBS I can't find the episodes where you asked if
Harvey Weinstein
@KevinSpacey
Ben Affleck
@charlierose‚Ä¶ https://t.co/MWGhxB4Fuw"
"1391","@Renshaw1921 @OSD_Gaming @celestemc @yashar @EricHaywood @NatEnquirer They DO NOT report on alien abductions Ì†ΩÌπÑ. PLE‚Ä¶ https://t.co/Sv70VbAKIU"
"1392","@KevinSpacey was replaced by Christopher Plummer for the movie #AllTheMoneyInTheWorld like a last minute change. Sp‚Ä¶ https://t.co/ceo1I3HEFT"
"1393","#TrumpEffect
#NOW Alert
Do Not Be Alone W
@NBCMattL
@GarrisonKeillo1
@SenAlFrank
@realDonaldTrump
@MooreSenate‚Ä¶ https://t.co/eXxNlt9zDI"
"1394","Hi how are yo? God loves The sinner but not The sin @KevinSpacey"
"1395","@g_keillor @MLauer @realDonaldTrump @SenFranken @KevinSpacey @MooreSenate @Alyssa_Milano @WeinsteinFilms 
#MeToo‚Ä¶ https://t.co/Au7UdJw8Zo"
"1396","@SenFranken @BenAffleck @KevinSpacey @BrettRatner @jeremypiven @HarveyWeinstein @charlierose Hey guys, actually do‚Ä¶ https://t.co/ghxyjENrMu"
"1397","@HarveyWeinstein @RoyPrice @MarkHalperin @KevinSpacey @andydick @jeffreytambor @MooreSenate @reallouisck‚Ä¶ https://t.co/ULhTsJdE23"
"1398","@BenAffleck @chefjohnbesh @GeorgeHWBush @realLouisCK @BillClinton @alfranken @MarkHalperin @dustinhoffman3‚Ä¶ https://t.co/3FlwCoyqNx"
"1399","Just goes to show that anyone's replaceable. @KevinSpacey's arrogance and sense of entitlement was just as bad as h‚Ä¶ https://t.co/HI19z8hOLf"
"1400","@ToddSeavey @HouseofCards @RealRobinWright @KevinSpacey @TheB52s Never watched House of Cards, but I'm on board for‚Ä¶ https://t.co/sTYiOpgUyx"
"1401","If @HouseofCards continues with just @RealRobinWright instead of @KevinSpacey, we must challenge them to do the rig‚Ä¶ https://t.co/riDFaFS5lj"
"1402","@businessinsider #GrandPaCinema two old men and the money... So sad for the real actor @KevinSpacey Ì†ΩÌ∏é"
"1403","Ridley Scott breaks silence on replacing Kevin Spacey in All the Money in the World - Entertainment Weekly Bravo to‚Ä¶ https://t.co/7im046WmCo"
"1404","@KevinSpacey Well slap me sideways and call me a shittlebiscuit."
"1405","@realDonaldTrump own your behavior @mattlaurer @HarveyWeinstein @louisck @KevinSpacey @BillClinton #incompletelist"
"1406","@EmmaPeel_Knight @andyfilm_1 @KevinSpacey No, the big difference is that Christopher Plummer is not a serial sexual‚Ä¶ https://t.co/SI4H9jLAoH"
"1407","In the forthcoming lawsuits, Weinstein, @KevinSpacey, @GeorgeTakei, @MLauer, and @alfranken will all use th followi‚Ä¶ https://t.co/BesWEGjyU2"
"1408","Ridley Scott breaks silence on replacing @KevinSpacey in ""All the Money in the World"" https://t.co/Z80MELH6jY"
"1409","Breaking. One of the 3 films I'm gonna smash out next year is actually another film with @KevinSpacey. But don't wo‚Ä¶ https://t.co/ViQ93rTvjo"
"1410","@TODAYshow How long has @nbc known that #MattLauer is a #rapist, just like @BillClinton @HarveyWeinstein‚Ä¶ https://t.co/yGEpSdESqs"
"1411","@CharlieRose: Fired
@EricBolling: Fired
@BillOReilly: Fired
@MLauer: Fired
@KevinSpacey: Fired
#HarveyWeinstein: Fi‚Ä¶ https://t.co/9GDvvlywBa"
"1412","#MattLauer And then 1 day we woke up &amp; there were *no* Men w jobs. Ppl ratted on all men &amp; Mothers had to100% suppo‚Ä¶ https://t.co/kckRVaPChm"
"1413","@MayorofLondon @pasotti_ Get @KevinSpacey to be a spokesperson. https://t.co/2XhKRtQlRV"
"1414","@andyfilm_1 Horrible. #ChristopherPlummer plays himself. @KevinSpacey played #Getty. That is the big difference.Ì†ΩÌ∏é"
"1415","@TheFilmStage Not as good as with @KevinSpacey ... To be honest: absolutely bad! #ChristopherPlummer plays himself.‚Ä¶ https://t.co/l1n1nhy7y7"
"1416","Seems we can form a knockout network with @BillOReilly @MattlauerToday @CharlieRoseShow @KevinSpacey and others. Wo‚Ä¶ https://t.co/7XRLNpyK12"
"1417","@KevinSpacey I hope you where good at selling shoes!"
"1418","Ridley Scott discusses the removal of @KevinSpacey from #All the Money in the World: https://t.co/kzFJxPqnOm https://t.co/nq6pQWtQwx"
